"","x","y"
"805051",-22.4750007621976,63.8249989175969
"1017307",-14.6750004976752,58.7749990032394
"1011401",5.02500017041347,58.9249990006956
"1046734",-13.3250004518925,58.0749990151107
"1011401.1",5.02500017041347,58.9249990006956
"1700304",10.1750003450661,42.5249992788219
"1179127",-8.67500029419641,54.9249990685313
"1195932",-8.42500028571813,54.5249990753148
"985761",-16.9750005756754,59.5249989905202
"1038806",10.2750003484574,58.2749990117189
"1030018",-9.12500030945731,58.4749990083271
"1038806.1",10.2750003484574,58.2749990117189
"1384925",-8.77500029758772,50.02499915163
"1456397",-5.17500017550045,48.3249991804601
"1611863",-1.87500006358712,44.6249992432082
"1693980",8.97500030437035,42.6749992762781
"1481545",-7.77500026367459,47.7249991906355
"1095301",0.0250000008478253,56.9249990346134
"1095301.1",0.0250000008478253,56.9249990346134
"1456314",-9.32500031623994,48.3249991804601
"1632849",-2.57500008732632,44.1249992516876
"1641205",-4.7750001619352,43.9249992550794
"1126609",-9.57500032471822,56.1749990473326
"1675014",5.67500019245701,43.1249992686465
"1626543",-2.87500009750025,44.2749992491438
"1093440",11.9750004061097,56.9749990337655
"1456397.1",-5.17500017550045,48.3249991804601
"1126609.1",-9.57500032471822,56.1749990473326
"1361865",-6.77500022976146,50.5749991423026
"1038806.2",10.2750003484574,58.2749990117189
"1175120",0.975000033065299,55.0249990668354
"1063543",-12.8750004366316,57.6749990218942
"1086594",-15.3250005197187,57.1249990312216
"484658",22.8750007757628,71.4749987878611
"962866",-6.7250002280658,60.0749989811928
"1540407",-4.67500015854389,46.324999214378
"486728",21.3750007248932,71.4249987887091
"1679191",4.52500015345691,43.0249992703424
"1233818",-4.12500013989167,53.6249990905779
"394776",43.7750014845473,73.6249987513994
"1189692",-5.42500018397873,54.674999072771
"1208473",-11.3750003857619,54.2249990804025
"1679191.1",4.52500015345691,43.0249992703424
"1389227",-3.67500012463076,49.9249991533259
"1494198",-5.12500017380479,47.4249991957232
"1630750",-2.52500008563066,44.1749992508397
"394776.1",43.7750014845473,73.6249987513994
"1655968",-1.62500005510884,43.574999261015
"1653829",-3.57500012123944,43.6249992601671
"1004729",-13.5750004603707,59.0749989981517
"466179",43.9250014896342,71.9249987802296
"1038806.3",10.2750003484574,58.2749990117189
"969152",-7.425000251805,59.9249989837367
"788391",-15.4750005248057,64.2249989108133
"1481545.1",-7.77500026367459,47.7249991906355
"1138966",-21.7250007367628,55.8749990524203
"1204396",-5.22500017719611,54.3249990787066
"1195877",-11.1750003789792,54.5249990753148
"1384925.1",-8.77500029758772,50.02499915163
"1086594.1",-15.3250005197187,57.1249990312216
"1694007",10.3250003501531,42.6749992762781
"1456314.1",-9.32500031623994,48.3249991804601
"1694007.1",10.3250003501531,42.6749992762781
"1653829.1",-3.57500012123944,43.6249992601671
"969163",-6.87500023315278,59.9249989837367
"1494198.1",-5.12500017380479,47.4249991957232
"1655968.1",-1.62500005510884,43.574999261015
"466179.1",43.9250014896342,71.9249987802296
"853639",-8.07500027384853,62.6749989370996
"1660144",-2.8250000958046,43.4749992627109
"1681311",5.52500018737005,42.9749992711904
"1332372",-11.4250003874575,51.2749991304313
"1630750.1",-2.52500008563066,44.1749992508397
"407021",26.0250008825892,73.3249987564871
"1694007.2",10.3250003501531,42.6749992762781
"1641205.1",-4.7750001619352,43.9249992550794
"1655967",-1.67500005680449,43.574999261015
"472229",31.4250010657201,71.7749987827735
"1630750.2",-2.52500008563066,44.1749992508397
"1630750.3",-2.52500008563066,44.1749992508397
"1086594.2",-15.3250005197187,57.1249990312216
"1397511",-9.47500032132691,49.7249991567177
"1086594.3",-15.3250005197187,57.1249990312216
"1389227.1",-3.67500012463076,49.9249991533259
"1494198.2",-5.12500017380479,47.4249991957232
"788391.1",-15.4750005248057,64.2249989108133
"394776.2",43.7750014845473,73.6249987513994
"1145667",-1.67500005680449,55.7249990549641
"1332372.1",-11.4250003874575,51.2749991304313
"1361865.1",-6.77500022976146,50.5749991423026
"1024097",9.82500033319651,58.6249990057833
"1655968.2",-1.62500005510884,43.574999261015
"962904",-4.82500016363085,60.0749989811928
"1225225",-13.7750004671534,53.8249990871861
"1649860",7.97500027045721,43.7249992584712
"1456314.2",-9.32500031623994,48.3249991804601
"1233818.1",-4.12500013989167,53.6249990905779
"1010939",-18.0750006129798,58.9249990006956
"1704400",4.97500016871782,42.4249992805178
"1655968.3",-1.62500005510884,43.574999261015
"1592959",-2.07500007036975,45.0749992355766
"1681311.1",5.52500018737005,42.9749992711904
"1397511.1",-9.47500032132691,49.7249991567177
"1601359",-2.07500007036975,44.8749992389684
"1004729.1",-13.5750004603707,59.0749989981517
"1654048",7.37500025010933,43.6249992601671
"1086594.4",-15.3250005197187,57.1249990312216
"1632849.1",-2.57500008732632,44.1249992516876
"1632849.2",-2.57500008732632,44.1249992516876
"1074041",-12.9750004400229,57.424999026134
"1175120.1",0.975000033065299,55.0249990668354
