"","x","y"
"1630974",8.6750002941964,44.1749992508397
"467838",21.8750007418497,71.8749987810776
"603535",-18.2750006197625,68.6249988361941
"607745",-17.7750006028059,68.52499883789
"946031",-8.47500028741378,60.4749989744093
"289772",43.5750014777647,76.1249987090021
"482849",37.4250012691989,71.5249987870132
"609829",-18.5750006299364,68.4749988387379
"1630974.1",8.6750002941964,44.1749992508397
"289774",43.675001481156,76.1249987090021
"1065705",-9.77500033150085,57.6249990227422
"691805",-14.7750005010665,66.5249988718078
"691805.1",-14.7750005010665,66.5249988718078
"398605",25.2250008554587,73.5249987530953
"1048906",-9.7250003298052,58.0249990159586
"484658",22.8750007757628,71.4749987878611
"484658.1",22.8750007757628,71.4749987878611
"1143294",-15.3250005197187,55.7749990541162
"486728",21.3750007248932,71.4249987887091
"960768",-6.62500022467449,60.1249989803449
"424167",43.3250014692864,72.9249987632707
"1128613",-14.3750004875013,56.1249990481806
"484658.2",22.8750007757628,71.4749987878611
"1076087",-15.6750005315883,57.3749990269819
"1048906.1",-9.7250003298052,58.0249990159586
"946031.1",-8.47500028741378,60.4749989744093
"398605.1",25.2250008554587,73.5249987530953
"1063409",-19.5750006638495,57.6749990218942
"467838.1",21.8750007418497,71.8749987810776
"958669",-6.57500022297884,60.1749989794969
"1099162",-16.9250005739797,56.8249990363093
"1030018",-9.12500030945731,58.4749990083271
"394776",43.7750014845473,73.6249987513994
"632051",42.5250014421559,67.9749988472173
"1030018.1",-9.12500030945731,58.4749990083271
"1017301",-14.9750005078491,58.7749990032394
"1017301.1",-14.9750005078491,58.7749990032394
"566751",32.5250011030246,69.524998820931
"484658.3",22.8750007757628,71.4749987878611
"1099162.1",-16.9250005739797,56.8249990363093
"503890",39.4750013387208,71.0249987954926
"390538",41.8750014201123,73.7249987497036
"624732",-8.42500028571813,68.1249988446735
"484658.4",22.8750007757628,71.4749987878611
"1592959",-2.07500007036975,45.0749992355766
"1111918",-9.12500030945731,56.524999041397
"958669.1",-6.57500022297884,60.1749989794969
"679123",-18.8750006401103,66.8249988667201
"609829.1",-18.5750006299364,68.4749988387379
"1034073",-16.3750005553275,58.374999010023
"394776.1",43.7750014845473,73.6249987513994
"1147500",-15.0250005095448,55.6749990558121
"1076087.1",-15.6750005315883,57.3749990269819
"424167.1",43.3250014692864,72.9249987632707
"603535.1",-18.2750006197625,68.6249988361941
"691805.2",-14.7750005010665,66.5249988718078
"415794",44.6750015150691,73.1249987598789
"415794.1",44.6750015150691,73.1249987598789
"482849.1",37.4250012691989,71.5249987870132
"679123.1",-18.8750006401103,66.8249988667201
"1260901",-14.9750005078491,52.9749991016012
"486728.1",21.3750007248932,71.4249987887091
"415794.2",44.6750015150691,73.1249987598789
"1048906.2",-9.7250003298052,58.0249990159586
"609829.2",-18.5750006299364,68.4749988387379
"1063409.1",-19.5750006638495,57.6749990218942
"1048906.3",-9.7250003298052,58.0249990159586
"1034073.1",-16.3750005553275,58.374999010023
"1076087.2",-15.6750005315883,57.3749990269819
"503890.1",39.4750013387208,71.0249987954926
"484658.5",22.8750007757628,71.4749987878611
"1111918.1",-9.12500030945731,56.524999041397
"390538.1",41.8750014201123,73.7249987497036
"424167.2",43.3250014692864,72.9249987632707
"566751.1",32.5250011030246,69.524998820931
"609829.3",-18.5750006299364,68.4749988387379
"1147500.1",-15.0250005095448,55.6749990558121
"1067810",-9.52500032302257,57.5749990235901
"1076087.3",-15.6750005315883,57.3749990269819
"1143294.1",-15.3250005197187,55.7749990541162
"482849.2",37.4250012691989,71.5249987870132
"958669.2",-6.57500022297884,60.1749989794969
"1017301.2",-14.9750005078491,58.7749990032394
"691805.3",-14.7750005010665,66.5249988718078
"632051.1",42.5250014421559,67.9749988472173
"904013",-9.3750003179356,61.4749989574503
"1076087.4",-15.6750005315883,57.3749990269819
"603535.2",-18.2750006197625,68.6249988361941
"289774.1",43.675001481156,76.1249987090021
"609829.4",-18.5750006299364,68.4749988387379
"415794.3",44.6750015150691,73.1249987598789
"398605.2",25.2250008554587,73.5249987530953
"289774.2",43.675001481156,76.1249987090021
"1260901.1",-14.9750005078491,52.9749991016012
"558563",43.1250014625037,69.7249988175392
"904013.1",-9.3750003179356,61.4749989574503
"607745.1",-17.7750006028059,68.52499883789
"1073930",-18.5250006282407,57.424999026134
"289772.1",43.5750014777647,76.1249987090021
"486728.2",21.3750007248932,71.4249987887091
