"","long","lat"
"759125",-8.77500029758772,64.9249988989421
"1714613",-9.3750003179356,42.1749992847575
"1013236",-8.2250002789355,58.8749990015435
"1130707",-14.6750004976752,56.0749990490285
"1625271",38.5250013065033,44.3249992482958
"1750560",2.97500010089156,41.3249992991726
"754937",-8.17500027723985,65.0249988972462
"948111",-9.47500032132691,60.4249989752572
"1046682",-15.9250005400666,58.0749990151107
"992498",4.8750001653265,59.3749989930641
"1725959",32.9250011165898,41.9249992889972
"964971",-6.47500021958752,60.0249989820408
"1466823",-8.87500030097903,48.0749991846999
"775566",-26.7250009063284,64.5249989057256
"1005224",11.1750003789792,59.0749989981517
"954420",-9.025000306066,60.274998977801
"1000586",-10.7250003637183,59.1749989964559
"1565626",-3.72500012632641,45.7249992245533
"739942",-22.9250007774585,65.3749988913106
"1641478",8.87500030097903,43.9249992550794
"1731806",10.2750003484574,41.7749992915411
"1636947",-7.67500026028328,44.0249992533835
"985940",-8.02500027215287,59.5249989905202
"759119",-9.07500030776166,64.9249988989421
"948112",-9.42500031963125,60.4249989752572
"484860",32.9750011182855,71.4749987878611
"891577",-1.17500003984793,61.7749989523627
"1496266",-6.7250002280658,47.3749991965711
"102897",44.8250015201561,80.5749986335349
"1471029",-8.57500029080509,47.9749991863958
"1071837",-18.1750006163711,57.474999025286
"967028",-8.62500029250075,59.9749989828887
"597425",-8.77500029758772,68.7749988336502
"1718811",-9.47500032132691,42.0749992864534
"952315",-9.27500031454429,60.3249989769531
"597421",-8.97500030437035,68.7749988336502
"851205",-24.7750008401978,62.7249989362517
"720206",40.2750013658513,65.8749988828311
"918743",-7.8750002670659,61.124998963386
"599523",-8.87500030097903,68.7249988344982
"763310",-9.52500032302257,64.824998900638
"754940",-8.02500027215287,65.0249988972462
"1504679",-6.07500020602227,47.1749991999629
"484861",33.0250011199811,71.4749987878611
"1653835",-3.2750001110655,43.6249992601671
"1223117",-14.1750004807186,53.8749990863381
"1725368",3.37500011445681,41.9249992889972
"1011022",-13.9250004722403,58.9249990006956
"1006889",-10.5750003586314,59.0249989989997
"1548812",-4.42500015006561,46.1249992177698
"1643561",8.02500027215287,43.8749992559273
"1466813",-9.3750003179356,48.0749991846999
"1049260",7.97500027045721,58.0249990159586
"941837",-8.17500027723985,60.5749989727134
"1067774",-11.3250003840662,57.5749990235901
"1536232",-3.42500011615248,46.4249992126821
"1112337",11.8250004010228,56.524999041397
"601465",-16.7750005688928,68.6749988353461
"904017",-9.17500031115297,61.4749989574503
"1732249",32.4250010996332,41.7749992915411
"1210540",-13.0250004417185,54.1749990812505
"1653814",-4.32500014667429,43.6249992601671
"752853",-7.37500025010934,65.0749988963982
"956582",-5.9250002009353,60.224998978649
"1111813",-14.3750004875013,56.524999041397
"1048838",-13.1250004451098,58.0249990159586
"1634891",-5.47500018567439,44.0749992525356
"1447998",-5.12500017380479,48.5249991770684
"1742738",31.875001080981,41.5249992957808
"1082476",-11.2250003806749,57.2249990295258
"1210542",-12.9250004383272,54.1749990812505
"950215",-9.27500031454429,60.3749989761052
"1466811",-9.47500032132691,48.0749991846999
"1408128",-3.6250001229351,49.4749991609574
"1044632",-13.4250004552838,58.1249990142627
"1651720",-4.02500013650035,43.6749992593191
"1235709",-14.5750004942839,53.5749990914258
"861673",-26.3750008944588,62.4749989404914
"601463",-16.8750005722841,68.6749988353461
"1112337.1",11.8250004010228,56.524999041397
"1754870",8.47500028741377,41.2249993008685
"998561",-6.97500023654408,59.2249989956079
"1130812",-9.42500031963125,56.0749990490285
"1681311",5.52500018737005,42.9749992711904
"272385",14.2250004824143,76.5249987022186
"1118217",-9.17500031115297,56.3749990439408
"708543",-17.8750006061972,66.1249988785914
"1492054",-7.32500024841368,47.4749991948752
"1606192",29.5750010029808,44.7749992406643
"1496266.1",-6.7250002280658,47.3749991965711
"1080281",-15.9750005417623,57.2749990286778
"754944",-7.82500026537025,65.0249988972462
"1605556",-2.22500007545672,44.7749992406643
"1623167",38.3250012997207,44.3749992474479
"754938",-8.12500027554419,65.0249988972462
"1212637",-13.1750004468055,54.1249990820984
"704457",-12.1750004128924,66.2249988768955
"759118",-9.12500030945731,64.9249988989421
"1536203",-4.87500016532651,46.4249992126821
"1689681",4.02500013650035,42.7749992745822
"491400",44.975001525243,71.324998790405
"1622578",8.87500030097903,44.3749992474479
"679236",-13.2250004485011,66.8249988667201
"1317670",-11.5250003908488,51.6249991244957
"597427",-8.67500029419641,68.7749988336502
"1634818",-9.12500030945731,44.0749992525356
"1105531",-13.4750004569794,56.6749990388532
"102895",44.7250015167648,80.5749986335349
"967027",-8.67500029419641,59.9749989828887
"757046",-7.72500026197893,64.9749988980941
"727373",-21.3750007248932,65.6749988862229
"1601354",-2.32500007884803,44.8749992389684
"1675011",5.52500018737005,43.1249992686465
"950231",-8.47500028741378,60.3749989761052
"1630739",-3.07500010428288,44.1749992508397
"1654052",7.57500025689196,43.6249992601671
"1464719",-9.07500030776166,48.1249991838519
"761212",-9.42500031963125,64.87499889979
"899908",-4.62500015684823,61.5749989557545
"1489952",-7.425000251805,47.5249991940273
"1085036",11.7750003993271,57.1749990303737
"826109",-19.5750006638495,63.3249989260763
"1502575",-6.2750002128049,47.224999199115
"998489",-10.5750003586314,59.2249989956079
"484861.1",33.0250011199811,71.4749987878611
"771714",-9.32500031623994,64.6249989040297
"706427",-18.6750006333277,66.1749988777434
"1636982",-5.9250002009353,44.0249992533835
"1416386",-10.7250003637183,49.2749991643492
"1011148",-7.62500025858762,58.9249990006956
"601464",-16.8250005705884,68.6749988353461
"824016",-19.2250006519799,63.3749989252284
"679236.1",-13.2250004485011,66.8249988667201
"677024",-18.8250006384147,66.8749988658722
"1109561",-21.975000745241,56.5749990405491
"775922",-8.92500030267469,64.5249989057256
"1595046",-2.72500009241328,45.0249992364246
"1647764",8.17500027723984,43.7749992576232
"761212.1",-9.42500031963125,64.87499889979
"1649877",8.82500029928337,43.7249992584712
"1019306",-19.7250006689365,58.7249990040874
"1500473",-6.37500021619621,47.274999198267
"1603459",-2.07500007036975,44.8249992398164
"706423",-18.8750006401103,66.1749988777434
"754941",-7.97500027045722,65.0249988972462
"1227321",-13.975000473936,53.774999088034
"1672608",-9.62500032641388,43.1749992677986
"771714.1",-9.32500031623994,64.6249989040297
"927115",-9.27500031454429,60.9249989667777
"1763260",7.97500027045721,41.0249993042603
"1666306",-9.7250003298052,43.3249992652548
"736075",-6.2750002128049,65.4749988896147
"688586",34.2750011623725,66.6249988701119
"1606296",34.7750011793291,44.7749992406643
"597426",-8.72500029589207,68.7749988336502
"1651734",-3.32500011276116,43.6749992593191
"1571930",-3.52500011954378,45.5749992270972
"1189586",-10.7250003637183,54.674999072771
"754936",-8.2250002789355,65.0249988972462
"754940.1",-8.02500027215287,65.0249988972462
"1634883",-5.87500019923964,44.0749992525356
"1206362",-11.9250004044141,54.2749990795546
"603565",-16.7750005688928,68.6249988361941
"102900",44.975001525243,80.5749986335349
"1023727",-8.67500029419641,58.6249990057833
"943953",-7.37500025010934,60.5249989735613
"761212.2",-9.42500031963125,64.87499889979
"597427.1",-8.67500029419641,68.7749988336502
"769612",-9.42500031963125,64.6749989031818
"1618962",38.0750012912424,44.474999245752
"754939",-8.07500027384853,65.0249988972462
"1471039",-8.07500027384853,47.9749991863958
"589000",-10.0250003399791,68.9749988302584
"960734",-8.32500028232681,60.1249989803449
"985896",-10.2250003467618,59.5249989905202
"1559322",-3.92500013310904,45.8749992220095
"706562",-11.9250004044141,66.1749988777434
"754940.2",-8.02500027215287,65.0249988972462
"1679917",40.8250013845035,43.0249992703424
"1235706",-14.7250004993708,53.5749990914258
"948170",-6.52500022128318,60.4249989752572
"1757149",17.4250005909363,41.1749993017164
"1462620",-9.025000306066,48.174999183004
"1126345",-22.7750007723715,56.1749990473326
"1111892",-10.4250003535444,56.524999041397
"1237820",-14.0250004756317,53.5249990922738
"941830",-8.52500028910944,60.5749989727134
"1708576",3.77500012802206,42.3249992822137
"1420733",-3.37500011445682,49.1749991660451
"775932",-8.42500028571813,64.5249989057256
"1595048",-2.62500008902197,45.0249992364246
"754938.1",-8.12500027554419,65.0249988972462
"954420.1",-9.025000306066,60.274998977801
"597426.1",-8.72500029589207,68.7749988336502
