"","x","y"
"1153782",-15.9250005400666,55.5249990583559
"821915",-19.2750006536756,63.4249989243804
"853653",-7.37500025010934,62.6749989370996
"720941",-27.9750009487198,65.824998883679
"849667",3.32500011276115,62.7749989354037
"102896",44.7750015184604,80.5749986335349
"1011401",5.02500017041347,58.9249990006956
"861673",-26.3750008944588,62.4749989404914
"857901",-4.97500016871783,62.5749989387955
"1130946",-2.72500009241328,56.0749990490285
"1099185",-15.7750005349796,56.8249990363093
"211976",38.7750013149816,77.9749986776282
"102899",44.9250015235474,80.5749986335349
"1051087",-5.67500019245702,57.9749990168066
"954431",-8.47500028741378,60.274998977801
"946030",-8.52500028910944,60.4749989744093
"1074520",10.9750003721966,57.424999026134
"838747",-17.6750005994146,63.024998931164
"868420",-4.02500013650035,62.3249989430353
"1131098",4.8750001653265,56.0749990490285
"520244",17.175000582458,70.6249988022762
"939729",-8.57500029080509,60.6249989718654
"693694",-25.32500085885,66.4749988726557
"1160073",-16.3750005553275,55.3749990608998
"415201",15.0250005095448,73.1249987598789
"904017",-9.17500031115297,61.4749989574503
"1536222",-3.92500013310904,46.4249992126821
"878922",-3.92500013310904,62.074998947275
"849489",-5.5750001890657,62.7749989354037
"1080281",-15.9750005417623,57.2749990286778
"954429",-8.57500029080509,60.274998977801
"691744",-17.8250006045015,66.5249988718078
"1189692",-5.42500018397873,54.674999072771
"720922",-28.9250009809373,65.824998883679
"805217",-14.1750004807186,63.8249989175969
"698149",-12.5750004264576,66.3749988743516
"1653826",-3.72500012632641,43.6249992601671
"1578242",-2.92500009919591,45.424999229641
"704454",-12.3250004179793,66.2249988768955
"1116399",4.92500016702217,56.4249990430929
"1233653",-12.375000419675,53.6249990905779
"512094",29.6750010063721,70.8249987988844
"706562",-11.9250004044141,66.1749988777434
"670822",-13.9250004722403,67.0249988633283
"904014",-9.32500031623994,61.4749989574503
"811309",-24.5750008334152,63.6749989201407
"451456",42.7750014506341,72.274998774294
"1101476",-6.22500021110924,56.7749990371573
"1034216",-9.22500031284863,58.374999010023
"1143495",-5.27500017889177,55.7749990541162
"507881",29.0250009843286,70.9249987971885
"1017823",11.1250003772836,58.7749990032394
"1045030",6.47500021958752,58.1249990142627
"522344",17.175000582458,70.5749988031242
"1034576",8.77500029758772,58.374999010023
"1359708",-9.62500032641388,50.6249991414546
"904040",-8.02500027215287,61.4749989574503
"1095474",8.6750002941964,56.9249990346134
"998493",-10.3750003518487,59.2249989956079
"952598",4.8750001653265,60.3249989769531
"863772",-26.4250008961545,62.4249989413394
"927136",-8.2250002789355,60.9249989667777
"1006823",-13.8750004705447,59.0249989989997
"102899.1",44.9250015235474,80.5749986335349
"537339",31.9250010826767,70.2249988090598
"1038322",-13.9250004722403,58.2749990117189
"832364",-21.8250007401541,63.1749989286202
"258031",31.5250010691114,76.874998696283
"1149593",-15.3750005214144,55.62499905666
"1233647",-12.6750004298489,53.6249990905779
"1359704",-9.82500033319651,50.6249991414546
"287090",14.4750004908926,76.1749987081542
"727524",-13.825000468849,65.6749988862229
"1555124",-3.82500012971773,45.9749992203136
"912450",-7.52500025519631,61.2749989608421
"849667.1",3.32500011276115,62.7749989354037
"1051087.1",-5.67500019245702,57.9749990168066
"1149593.1",-15.3750005214144,55.62499905666
"834455",-22.275000755415,63.1249989294681
"954433",-8.37500028402247,60.274998977801
"603561",-16.9750005756754,68.6249988361941
"952331",-8.47500028741378,60.3249989769531
"528644",17.175000582458,70.424998805668
"798667",-26.6750009046328,63.974998915053
"530743",17.1250005807624,70.3749988065159
"1725366",3.2750001110655,41.9249992889972
"1134908",-14.6250004959795,55.9749990507244
"790272",-26.4250008961545,64.1749989116612
"782163",-11.8750004027184,64.3749989082695
"914553",-7.37500025010934,61.2249989616901
"777983",-10.8750003688053,64.4749989065736
"1153687",-20.675000701154,55.5249990583559
"788444",-12.8250004349359,64.2249989108133
"1013110",-14.5250004925882,58.8749990015435
"522343",17.1250005807624,70.5749988031242
"840750",-22.5250007638933,62.974998932012
"964973",-6.37500021619621,60.0249989820408
"522344.1",17.175000582458,70.5749988031242
"1046682",-15.9250005400666,58.0749990151107
"1002702",-9.92500033658782,59.1249989973038
"946065",-6.77500022976146,60.4749989744093
"904106",-4.72500016023955,61.4749989574503
"987900",-15.0250005095448,59.4749989913682
"826158",-17.1250005807624,63.3249989260763
"942095",4.72500016023954,60.5749989727134
"704139",-28.0750009521111,66.2249988768955
"522344.2",17.175000582458,70.5749988031242
"530743.1",17.1250005807624,70.3749988065159
"853298",-25.1250008520674,62.6749989370996
"354318",15.8750005383709,74.5749987352885
"723022",-28.9250009809373,65.774998884527
"1088683",-15.8750005383709,57.0749990320696
"729313",-29.3750009961982,65.6249988870708
"1047130",6.47500021958752,58.0749990151107
"1053441",7.02500023823973,57.9249990176545
"1047166",8.27500028063115,58.0749990151107
"280961",23.0250007808498,76.3249987056104
"864124",-8.82500029928337,62.4249989413394
"678989",-25.5750008673283,66.8249988667201
"1036619",5.92500020093529,58.3249990108709
"952335",-8.27500028063115,60.3249989769531
"698149.1",-12.5750004264576,66.3749988743516
"507645",17.2250005841537,70.9249987971885
"971167",-11.6750003959358,59.8749989845846
"782149",-12.5750004264576,64.3749989082695
"834459",-22.0750007486324,63.1249989294681
"570971",33.5250011369377,69.4249988226269
"1172649",-17.5750005960233,55.0749990659874
"958633",-8.37500028402247,60.1749989794969
"948168",-6.62500022467449,60.4249989752572
"1040877",8.82500029928337,58.2249990125668
"295576",18.775000636719,75.974998711546
"1647551",-2.475000083935,43.7749992576232
"826118",-19.1250006485886,63.3249989260763
"819963",-11.8750004027184,63.4749989235325
"102896.1",44.7750015184604,80.5749986335349
"676911",-24.4750008300239,66.8749988658722
"1149593.2",-15.3750005214144,55.62499905666
"952336",-8.2250002789355,60.3249989769531
"274492",14.5750004942839,76.4749987030665
"782152",-12.4250004213706,64.3749989082695
"597424",-8.82500029928337,68.7749988336502
"1073920",-19.0250006451973,57.424999026134
"104865",38.2250012963294,80.5249986343829
"851199",-25.0750008503717,62.7249989362517
"469817",15.8250005366753,71.8249987819255
"794741",-12.9750004400229,64.0749989133571
"729313.1",-29.3750009961982,65.6249988870708
"895776",-1.22500004154359,61.6749989540586
"794741.1",-12.9750004400229,64.0749989133571
"537339.1",31.9250010826767,70.2249988090598
"830367",-16.6750005655014,63.2249989277722
"1233635",-13.2750004501968,53.6249990905779
"952332",-8.42500028571813,60.3249989769531
"786061",-26.9750009148067,64.2749989099654
"1082942",12.0750004095011,57.2249990295258
"817784",-15.8250005366753,63.5249989226846
"962741",-12.9750004400229,60.0749989811928
"597424.1",-8.82500029928337,68.7749988336502
"647538",-23.1250007842411,67.5749988540009
"1004853",-7.37500025010934,59.0749989981517
"1517320",-4.02500013650035,46.8749992050506
"824019",-19.075000646893,63.3749989252284
"864212",-4.42500015006561,62.4249989413394
"512182",34.0750011555899,70.8249987988844
"1149593.3",-15.3750005214144,55.62499905666
"276595",14.7250004993708,76.4249987039145
"832396",-20.2250006858931,63.1749989286202
"950231",-8.47500028741378,60.3749989761052
"530743.2",17.1250005807624,70.3749988065159
"1643304",-4.82500016363085,43.8749992559273
"687645",-12.7750004332402,66.6249988701119
"1057585",4.22500014328298,57.8249990193504
"998564",-6.82500023145712,59.2249989956079
"937630",-8.52500028910944,60.6749989710175
"792643",-12.8750004366316,64.1249989125092
"482760",32.9750011182855,71.5249987870132
"102899.2",44.9250015235474,80.5749986335349
"821915.1",-19.2750006536756,63.4249989243804
"258026",31.2750010606332,76.874998696283
"1073962",-16.9250005739797,57.424999026134
"960799",-5.07500017210914,60.1249989803449
"518414",30.6750010402853,70.6749988014283
"545706",30.27500102672,70.0249988124516
"1532017",-4.17500014158732,46.5249992109862
"744052",-27.4250009300676,65.2749988930064
"956523",-8.87500030097903,60.224998978649
"284991",14.5250004925882,76.2249987073063
"954423",-8.87500030097903,60.274998977801
"904028",-8.62500029250075,61.4749989574503
"975494",-5.32500018058742,59.7749989862805
"960772",-6.42500021789186,60.1249989803449
"102895",44.7250015167648,80.5749986335349
"1047164",8.17500027723984,58.0749990151107
"737838",-23.1250007842411,65.4249988904626
"964944",-7.82500026537025,60.0249989820408
"1019543",-7.8750002670659,58.7249990040874
"1044550",-17.5250005943276,58.1249990142627
"1170559",-17.0750005790667,55.1249990651395
"1051338",6.87500023315277,57.9749990168066
"1260902",-14.9250005061535,52.9749991016012
"1103357",-17.175000582458,56.7249990380052
"847377",-6.17500020941358,62.8249989345558
"906121",-8.97500030437035,61.4249989582983
"735731",-23.4750007961107,65.4749988896147
"836637",-18.1750006163711,63.0749989303161
"258026.1",31.2750010606332,76.874998696283
"777983.1",-10.8750003688053,64.4749989065736
"962900",-5.02500017041348,60.0749989811928
"702225",-18.775000636719,66.2749988760475
"188621",26.0250008825892,78.5249986683007
"971168",-11.6250003942401,59.8749989845846
"1038827",11.3250003840662,58.2749990117189
"1044718",-9.12500030945731,58.1249990142627
"731417",-29.1750009894156,65.5749988879188
"469817.1",15.8250005366753,71.8249987819255
"861673.1",-26.3750008944588,62.4749989404914
"1128588",-15.6250005298927,56.1249990481806
"916619",-9.07500030776166,61.174998962538
"794783",-10.8750003688053,64.0749989133571
"1059806",10.2750003484574,57.7749990201984
"868436",-3.22500010936984,62.3249989430353
"674927",-18.6750006333277,66.9249988650242
"1053450",7.47500025350065,57.9249990176545
"1097131",-13.4750004569794,56.8749990354614
"1053450.1",7.47500025350065,57.9249990176545
"1529912",-4.42500015006561,46.5749992101383
"809167",-26.6750009046328,63.7249989192928
"284993",14.6250004959795,76.2249987073063
"1093440",11.9750004061097,56.9749990337655
"1143153",-22.3750007588063,55.7749990541162
"1011031",-13.4750004569794,58.9249990006956
"781890",-25.5250008656327,64.3749989082695
"1038818",10.8750003688053,58.2749990117189
"962904",-4.82500016363085,60.0749989811928
"832367",-21.6750007350671,63.1749989286202
"950331",-3.47500011784813,60.3749989761052
"965000",-5.02500017041348,60.0249989820408
"946031",-8.47500028741378,60.4749989744093
"996399",-10.0750003416748,59.27499899476
"811309.1",-24.5750008334152,63.6749989201407
"809167.1",-26.6750009046328,63.7249989192928
"1076087",-15.6750005315883,57.3749990269819
"952361",-6.97500023654408,60.3249989769531
"276591",14.5250004925882,76.4249987039145
"1053449",7.425000251805,57.9249990176545
"958652",-7.425000251805,60.1749989794969
"847206",-14.7250004993708,62.8249989345558
"948170",-6.52500022128318,60.4249989752572
"826118.1",-19.1250006485886,63.3249989260763
"819963.1",-11.8750004027184,63.4749989235325
"1017790",9.47500032132691,58.7749990032394
"886858",-27.1250009198937,61.8749989506668
"497364",28.1750009555024,71.1749987929488
"1002753",-7.37500025010934,59.1249989973038
"1258830",-13.5250004586751,53.0249991007532
"679234",-13.3250004518925,66.8249988667201
"962904.1",-4.82500016363085,60.0749989811928
"1242016",-14.2250004824143,53.4249990939697
"725115",-29.2750009928069,65.7249988853749
"1004853.1",-7.37500025010934,59.0749989981517
"1008859",-17.0750005790667,58.9749989998476
"727524.1",-13.825000468849,65.6749988862229
"946031.1",-8.47500028741378,60.4749989744093
"844911",-24.4750008300239,62.8749989337079
"1174898",-10.1250003433704,55.0249990668354
"962844",-7.82500026537025,60.0749989811928
"851205",-24.7750008401978,62.7249989362517
"739943",-22.8750007757629,65.3749988913106
"718826",-28.7250009741547,65.8749988828311
